Unusual,Blog Name,URL,Person's Name,Location,Source,Description
,My Fortress of Solitude,http://shereenasite.blogspot.com/,Shereena,Philippines,http://muslimahbloggersdirectory.blogspot.com/,"I am Shereena, 20 something, from the Philippines, and this is my blog. This is my way of expressing my self out because I'm an introvert by nature and loves to write than talk."
,My Revet Story,http://myrevertstory.blogspot.com/,Yahya John Trento,Catholic,http://muslimahbloggersdirectory.blogspot.com/,"I am a Yahya John Trento.Born into a Catholic Italian American family, without any real interest in teaching nor applying the Catholic religion,"
,Nafisseyones,http://nafisseyones.blogspot.se/,,,http://muslimahbloggersdirectory.blogspot.com/,"Hilton Als, an African American writer, says our worldview and sense of “otherness” is created in our mother’s lap"
,Nida's Beauty Bag,http://www.nidasbeautybag.wordpress.com/,Nida Arshad,Karachi,http://muslimahbloggersdirectory.blogspot.com/,My name is Nida Arshad and welcome to my blog. I am a Software Engineer by profession and working as a Software Quality Assurance Engineer in a reputed organization in Karachi.
,Niqabi Nuances,http://niqablovers.blogspot.com/,Niqab Lovers,,http://muslimahbloggersdirectory.blogspot.com/,"With so many people steroetyping the Niqab & Hijab as oppression, our aim is to make people understand the true beauty of the Niqab & Hijab, what it means to us and to the thousands of women out there who wear it with pride."
,Noble sisters,http://noblesisters.wordpress.com/,,,http://muslimahbloggersdirectory.blogspot.com/,"In sha Allah, my intention to develop this blog is to reform the thinking of modern dayMuslim women and remind us all of the way in which we can live in this world “in a noble manner”."
,Nspiredstyle,http://nspiredstyle.co.za/nspired-blog/,,,http://muslimahbloggersdirectory.blogspot.com/,Blog not found
,Oh Strangers!,http://ohstrangers.blogspot.com/,Shaykh Muqbil,,http://muslimahbloggersdirectory.blogspot.com/,I came across this beautiful article a while ago about the way our noble Shaykh Muqbil (May Allahhave mercy on him) raised his daughters. I thought this would be the perfect place to share it.
,Passing Through This Life,http://anisa75.blogspot.com/,Algeria,Canada,http://muslimahbloggersdirectory.blogspot.com/,"well i`m an Irish revert to Islam and `i live in Algeria with my Dh and 4 kids , and i have never been more happier than i am now...... i`m a very easy going person ..... i do like to cook and baking not so much but as the years pass it is becoming important to do so"
,PatienceWithEverything,http://patiencewitheverything.blogspot.com/p/about-me.html,Manal Mirza,Jeedha,http://muslimahbloggersdirectory.blogspot.com/,Assalamualaikum! My Name is Manal Mirza. I am a Muslim and I am a student of Deen. I was inspired to start writing on my perspective way on the basic lives of the people around me and how changes could be made.
,Pink Eman,http://pinkeman.blogspot.com/,,,http://muslimahbloggersdirectory.blogspot.com/,Blog not found
,Pyari Beauty,http://www.pyaribeauty.com/p/about.html,Aliyah,London,http://muslimahbloggersdirectory.blogspot.com/,Hello and welcome to my blog / my name is aliyah and I am currently living in london.
,Rabi Makeup Glitz,http://rabimakeupglitz.blogspot.com/p/about-me.html,Rabia,Islamabad,http://muslimahbloggersdirectory.blogspot.com/,"I am Rabia. My qualification is MBA Marketing. Married to a person, to whom I consider as my best friend. I am an ordinary yet a different girl with lot of dreams, aims and ambitions in life - See more at: http://rabimakeupglitz.blogspot.com/p/about-me.html#sthash.1o16mtR3.dpuf"
,Raising Little Mumins,http://www.raisinglittlemumins.com/,Jeremy Wildeman,United Kingdom,http://muslimahbloggersdirectory.blogspot.com/,Asalaam alaykum… Peace Be upon You – Welcome to Raising Little Mu’mins. Thank you for visiting our site. Mu’min is Arabic for ‘believer’ – grammatically the plural is ‘mu’mineen’.
,Running Through Life,http://www.adam-majewski.blogspot.com/,Adam Majewski,minneapolis,http://muslimahbloggersdirectory.blogspot.com/,"I am Adam Majewski, Works at Running Room,Attends University Of MN, I Lives in minneapolis, mn."
,SHE for Shine,http://chefinframe.blogspot.com/,SADAF,Pakistan,http://muslimahbloggersdirectory.blogspot.com/,"I am SADAF, from Pakistan, I enjoy Ebook reading, Phototaking... Food is my Passion. I Cook, I Bake... I Love Ice-cream, Brownies, Frosted Cakes, Berries & Yogurt.. and I do wear Frame!"
,Saadia Mirza,http://saadiaomermirza.blogspot.com/,,,http://muslimahbloggersdirectory.blogspot.com/,Blog not found
,Sana's Fashion Ramblings,http://www.sanasramblings.com/,Sana Sadiq,Dubai,http://muslimahbloggersdirectory.blogspot.com/,"I am sana, 24 from ubai, UAE recently moved to Pakistan. I have done my graduation in Neurophysiology and had done job in my carrier field."
,Scattered Pearls,http://herscatteredpearls.wordpress.com/,Aminah,,http://muslimahbloggersdirectory.blogspot.com/,"Thanks for stopping by, my name is Aminah.I am a wife, mother to two wonderful little girls, part-time student, hardcore Muslimah,and wannabee health-food clean-eating junky."
,Scattered Pearls,http://scatteredpearls-blog.blogspot.com/,Andy Takara,,http://muslimahbloggersdirectory.blogspot.com/,"Tem coisas que nasceram pra ser, as borboletas nasceram para pertencerem aos jardim da vida, a lua ao contrario do que muitos pensam nasce pra clarear, os sentidos — os meus ficam a flor da pele com a chegada da noite."
,Scattered Thoughts,,,,http://muslimahbloggersdirectory.blogspot.com/,Blog not found
,Sew Fashionably Modest,http://farhanasews.blogspot.com/,Farhana,Saudia Arabia,http://muslimahbloggersdirectory.blogspot.com/,"I'm an American from Maryland currently living in Saudi Arabia and a mother of many trying to find time to sew, design and teach myself pattern drafting and blog about it."
,Shewasvain,http://shewasvain.blogspot.com/,Shewasvain,,http://muslimahbloggersdirectory.blogspot.com/,Abaya wearing fashion loving Londoner.Abaya wearing fashion loving Londoner.23 year old Muslim aspiring abaya/hijab designe
,Sisterly Yours,http://www.sisterly-yours.blogspot.com/,A. Aßßie Ali,Saudia Arabia,http://muslimahbloggersdirectory.blogspot.com/,"Presented by A. Aßßie Ali (me!) - a creative writer, poet, and expressionist, Sisterly Yours© is a personal management, lifestyle, and entertainment blog for Muslim ladies. I serve as Head Editor and Staff Writer for Habibi Halaqas.org, and Staff Writer for The Ideal Muslimah.com. You can also find me on the Productive Muslim.com Writer's Staff."
,Somethinglikethis-laila,,,,http://muslimahbloggersdirectory.blogspot.com/,Blog Not found
,Soul Hijabified,http://www.hijabified.net/,Kai Darul,Tawi Tawi,http://muslimahbloggersdirectory.blogspot.com/,"Hi. I am Kai Darul, hailing originally from the province of Tawi-Tawi. I took up Accountancy at MSU Iligan Institute of Technology. Yes, I own too many blogs (Lilpink, Designing Dream, Delish Notes, etc). I have been blogging since 2008."
,Stiving for jannah,http://amira-turntoallah.blogspot.com/,,,http://muslimahbloggersdirectory.blogspot.com/,Blog not found
,Sweetheart Diary,http://asoulinjeddah.blogspot.com/,Amna,Jeedha,http://muslimahbloggersdirectory.blogspot.com/,Hello/ my name is Amina.i living in jadha with family . I am working is a teacher for more than five years
,The Bed Side Dreams Diary,http://www.thebedsidedreamsdiary.com/,Zubia,Pakistan,http://muslimahbloggersdirectory.blogspot.com/,"The besideDreams Diary is a child of a postgraduate student, declared day dreamer zubia rizvi/ all of my life"
,The Cat in Hijab,https://www.blogger.com/profile/00892244208016624920,Zaynab Hunnè,,http://muslimahbloggersdirectory.blogspot.com/,"I'm young, and I'm expressing my thoughts with you!"
,The Creative Muslimah,http://www.thecreativemuslimah.blogspot.com/,Aysha,Saudia Arabia,http://muslimahbloggersdirectory.blogspot.com/,"I'm a blogger, a dreamer, a jewelry designer (owner and designer of Joules By TCM), a lover of science, a bookworm, a creative soul and an lover of adventure."
,The Girl in the Awesome Chador,https://www.blogger.com/profile/15533183894930019350,A. Zahra,"Qom, Iran",http://muslimahbloggersdirectory.blogspot.com/,A foreign student studying Islam at a hawza in Iran
,The Grungy,http://thegrungy.blogspot.com/,,,http://muslimahbloggersdirectory.blogspot.com/,
,The Kitchen Disasters,http://www.latourdeforce.com/,Aiza,Pakistan,http://muslimahbloggersdirectory.blogspot.com/,"Hello, I am Aiza, a 16, 17 year old Muslim girl from Pakistan. I believe in creativity and passions. I love love baking. In fact, my favorite type of delight comes from a new cake pan or a cookbook. I usually bake to share, not for myself."
,The Life of Aaliyah,http://www.thelifeofaaliyah.com/,Aliyah,Pakistan,http://muslimahbloggersdirectory.blogspot.com/,"It's been quite some time since I did anything remotely crafty. However after coming across the Docraft's Creativity Magazine* I have since then felt more inspired to. The magazine is issued monthly and for the March edition it came with a Forever Friends DVD ROM of printables,"
,The Musings of Amal Asyura,,,,http://muslimahbloggersdirectory.blogspot.com/,
,The Muslimah Corner,http://themuslimahcorner.blogspot.com/,Urwah ibn al-Zubayr,Pakistan,http://muslimahbloggersdirectory.blogspot.com/,This website was created to provide a cozy corner for all the Muslim women who want to acquire knowledge of Islam and also for non-Muslim women who want to know more about this religion.
,The Random Muslimah,http://therandommuslimah.blogspot.com/,,,http://muslimahbloggersdirectory.blogspot.com/,
,TheNewbieAround,http://thenewbiearound.blogspot.co.uk/,Sana Sadiq,Saudia Arabia,http://muslimahbloggersdirectory.blogspot.com/,So i got a lot more reponse than i expected about the phone cases. I am so totally overwhelmed. The best part about it is anybody can make it at home. It is just SO easy.
,This Baker Girl Blogs,http://www.thisbakergirlblogs.com/,Nazia,London,http://muslimahbloggersdirectory.blogspot.com/,"There's a confusion as to what my name means. I discovered it means 'honest' in one of those baby naming books, but my keyring says it means 'song' - although, I'm pretty sure they make that stuff up. Either way, it doesn't really matter, I'll respond to anything from a 'Yo' to a 'Hey, you with the face'."
,This Paper Girl Blogs,http://www.thispapergirlblogs.com/,Nazia,London,http://muslimahbloggersdirectory.blogspot.com/,"There's a confusion as to what my name means. I discovered it means 'honest' in one of those baby naming books, but my keyring says it means 'song' - although, I'm pretty sure they make that stuff up. Either way, it doesn't really matter, I'll respond to anything from a 'Yo' to a 'Hey, you with the face'."
,To Be Modest,http://www.tobemodest.com/,,,http://muslimahbloggersdirectory.blogspot.com/,
,Vicinity Makeup,http://www.vicinitymakeup.me/,Kausar Azam,Jeddah,http://muslimahbloggersdirectory.blogspot.com/,"I started Vicinity Makeup in 2009 to share my love and growing knowledge for beauty products. I'm frugal at heart and truly believe in finding the best products to make the most of the amount spent on it. Budget friendly beauty tips and advice, along with fun & practical lifestyle posts is what makes Vicinity Makeup your home-y cozy online retreat (inshaaAllah!) - See more at: http://www.vicinitymakeup.me/p/a-b-o-u-t.html#sthash.eVxIJcAq.dpuf"
,Views from a Hijabi,http://sumayahijabi.blogspot.com/,Sumayah Mohamed,London,http://muslimahbloggersdirectory.blogspot.com/,Mashallah. I agree with you 100%. Hijab is meant to shield a woman's outer beauty. Wearing skin tight clothes and tons of makeup or jewelry defeats the purpose of it
,West Coast Hijabi,http://westcoasthijab.blogspot.com/,,,http://muslimahbloggersdirectory.blogspot.com/,
,Y A Z R A J A,http://www.yazraja.blogspot.co.uk/,Yaz,,http://muslimahbloggersdirectory.blogspot.com/,"This is my personal blog where i post my work, inspiration and trends."
,Ya Salam Cooking,http://www.yasalamcooking.com/,Noor,Saudi Arabia,http://muslimahbloggersdirectory.blogspot.com/,"Hi there. My name is Noor and I am a freelance graphic designer, typography lover and I occasionally dabble in writing (mostly food related). I studied fashion design and marketing in Chicago, Illinois and Atlanta Georgia and have since found more satisfying ways to unleash my overflowing creativity. As of now I am based in Riyadh, Saudi Arabia but I am originally from a small town in East Tennessee"
,a little girl's diary,http://zohraabdellahlaaziz.blogspot.com/,,,http://muslimahbloggersdirectory.blogspot.com/,
,bubblicious Girl,http://www.bubbliciousgirl.blogspot.com/,Khushi Khan,,http://muslimahbloggersdirectory.blogspot.com/,"Its me khushi beauty, makeup and fashion addict."
,from aisha's lips,http://fromaishaslips.blogspot.co.uk/,Aisha Lips,,http://muslimahbloggersdirectory.blogspot.com/,"I'm a busy mum of 4, trying to make the most out of our lives. As much as i enjoy parenthood, i too need to escape from the real world sometimes. So this will be the place where I will explore random things, share hobbies etc, hope you'll enjoy"
,i-muslimat,http://www.i-muslimat.blogspot.com/,,,http://muslimahbloggersdirectory.blogspot.com/,
,khyra's page,http://khyra-page.blogspot.com/,Khyra,africa,http://muslimahbloggersdirectory.blogspot.com/,"Am Khyra, I am a Muslim and a young woman from africa. I love reading and spending time with my family. I am an aspiring writer, and the owner and author of khyra's page blog, my very own personal blog. Please join me in my blogging journey,"
,laabarai,http://laabarai.blogspot.com/,,,http://muslimahbloggersdirectory.blogspot.com/,
,simply everything and more,http://simplyeverythingandmore.blogspot.com/,Fariha,Chicago,http://muslimahbloggersdirectory.blogspot.com/,"My name's Fariha and I'm a happily married fourth-year architecture student residing in Chicago. I enjoy maintaining this online journal of my thoughts on architecture, design, photography, films, and anything else I experience"
,sumayahijabi,http://sumayahijabi.blogspot.com/,Sumayah Mohamed,London,http://muslimahbloggersdirectory.blogspot.com/,"Mashallah. I agree with you 100%. Hijab is meant to shield a woman's outer beauty. Wearing skin tight clothes and tons of makeup or jewelry defeats the purpose of it. If people can see your entire body shape, what's the point"
,talented muslimah,http://www.talentedmuslimah.blogspot.com/,,,http://muslimahbloggersdirectory.blogspot.com/,
,the Hijabi Sews,http://hijabisews.blogspot.com/,,,http://muslimahbloggersdirectory.blogspot.com/,
,the same rainbow's end,http://thesamerainbowsend.com/,Nicole Hunter-Mostafa,California,http://muslimahbloggersdirectory.blogspot.com/,"I’m Nicole Hunter-Mostafa. The Same Rainbow’s End is a chronicle of my life, a personal ephemeris that documents my ramblings, wonderings, observations, musings, adventures, misadventures, experiments, and shutter clicks. In short, that means I blog about anything and everything in my life. Consider yourself warne"
,thoughts of a little women,http://thoughts-of-a-little-women.blogspot.com/,Afreen,arab country,http://muslimahbloggersdirectory.blogspot.com/,"Salaam ! I'm a young muslim girl (about to become a women) , live in an arab country and full of life ! I created this blog to share my thoughts and talk about all kind of randoms stuffs !"
,under a veil,http://underaveil.blogspot.com/,Fatima Zahra,,http://muslimahbloggersdirectory.blogspot.com/,"Twin sisters from Morocco, seeking knowledge ubiquitously and trying to learn as many skills as possible.This blog document their evolution."
,Maera Ismail Al-Bakri,http://www.maeraismail.com/,"Ismail, Siti Mariam",Librarian,http://muslimahbloggersdirectory.blogspot.com/,Assalamualaikum Terdapat satu tips bagaimana nak mengetahui samada rahim / peranakkan kita berada ditempat sepatutnya atau
,2in,http://02in.blogspot.com/,Sara,London,http://muslimahbloggersdirectory.blogspot.com/,"I’m Nicole Hunter-Mostafa. The Same Rainbow’s End is a chronicle of my life, a personal ephemeris that documents my ramblings, wonderings, observations, musings, adventures, misadventures, experiments, and shutter clicks. In short, that means I blog about anything and everything in my life. Consider yourself warne"
,411kisses,http://411kisses.blogspot.com/,Hidayah,Librarian,http://muslimahbloggersdirectory.blogspot.com/,"Hi there! Hidayah's the name and feel free to continue reading about my blog. People come and people go, the best will stay."
,A Creative Mom in Dubai,http://naush.wordpress.com/,Naush,Dubai,http://muslimahbloggersdirectory.blogspot.com/,"I am Creative Naush, and this is my web “Home”. I am a WAHM ( “work at home mom”) and proud of it! I work from home around my family. I feel so blessed that I have a small business that I love and can be at home for my kids too."
,A Crazy Chef,,,,http://muslimahbloggersdirectory.blogspot.com/,
,A H Nutritionist,http://ahnutritionist.blogspot.co.uk/,Ayshabibi Hafesji,London,http://muslimahbloggersdirectory.blogspot.com/,"Welcome to my blog. My name is Ayshabibi Hafesji and I am a freelance nutritionist. I successfully graduated with a Bsc (Hons) Human Nutrition at London Metropolitan University in 2010. I am a qualified Associate Nutritionist, registered with the Association for Nutrition"
,A Hijabi Fashionista,http://ahijabifashionista.blogspot.ca/,Saba,Canada,http://muslimahbloggersdirectory.blogspot.com/,"Welcome to my blog! I love anything fashion related and beauty related. I love to travel and wish i could more often, and im currently a university student. Want to know anything else? feel free to ask :)"
,Aamna,http://aamnahkhan.blogspot.com/,Aamna khan,Canada,http://muslimahbloggersdirectory.blogspot.com/,Waiting for long time for this blast is over and em so happy that now i have them right in my stash where these looks perfect & superbbb!!! I'm so much thankful for my lovely friend she is running such a blasting online shopping\retail FB page ROUGE whic
,Al-Balsam Life,http://www.albalsamlife.com/,Balsam,Canada,http://muslimahbloggersdirectory.blogspot.com/,"The last thing I'd do is define myself. Tomorrow I could be the opposite of what I am today"""
,An aspiring muslimah,http://fromtheeyesofamuslimah.blogspot.com/,Zaniab Dawood,England,http://muslimahbloggersdirectory.blogspot.com/,"Living in England can be a very big disadvantage during the never-ending Winter. Recently, I have constantly been hearing people falling ill with the cold and flu. I myself suffer from the cold or flu at least twice yearly. therefore, I decided to do a post"
,April Delight,http://aprildelight.blogspot.com/,Fika,Canada,http://muslimahbloggersdirectory.blogspot.com/,
,August Rains,http://thegoldencrystals.blogspot.com/,Maesha,Bangladesh,http://muslimahbloggersdirectory.blogspot.com/,"This is actually the very first about me page I've endeavored to write in any of my social networking sites/blogs so wow, this is interesting. I'm actually not very good at putting myself together into words but I don't suppose anyone really is, right"
,Ayesha & Umair's Blog,http://www.anublog.com/,Ayesha,London,http://muslimahbloggersdirectory.blogspot.com/,"My name is Ayesha, and the handsome guy next to me is the husband, Umair, aka my better half/arm candy/camera guy & tech wiz behind this blog! Also, if you haven’t guessed by now, the A in AnUblog stands for Ayesha, the U stands for Umair, and well the “n” is our silly way of representing the “&” sign."
